source_organisme,source_titre,source_annee,source_url,page_pdf,groupe_page,code_ch_isco_19,profession,chomage_pct,postes_vacants_pct,immigration_pct,emploi_pct,demographie_pct,qualification_pct,indice_global,actifs_occupes_milliers,formation_au_sein_groupe_pct,proportion_femmes_pct,note
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,73,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens (CH-ISCO-19 : 71)",71230,"Plâtriers, constructeurs à sec",9.7,6.4,34.8,0.2,12.9,49.9,3.8,8,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,73,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens (CH-ISCO-19 : 71)",7126,"Install. de chauffage et sanitaires, ferblantiers",2.6,12.2,9.5,-0.1,17.1,89.0,4.3,24,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,73,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens (CH-ISCO-19 : 71)",7127,"Mécaniciens-install. réfrigération, climatisation et aération",5.3,10.3,20.4,3.4,11.6,76.7,5.0,4,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,73,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens (CH-ISCO-19 : 71)","71310, 30",Peintres en bâtiment et assim.,5.1,4.0,13.8,1.0,17.6,76.1,4.0,22,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,73,"Métiers qualifiés du bâtiment et assimilés, sauf électriciens (CH-ISCO-19 : 71)",71320,"Laqueurs, vernisseurs et assim.",4.6,5.8,10.2,0.2,16.8,86.3,3.8,5,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,74,de production et assimilés (CH-ISCO-19 : 72),72,"Métiers qualifiés de la métallurgie, mécanique",2.5,7.8,9.0,-0.2,18.5,88.1,4.8,113,,3.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,74,de production et assimilés (CH-ISCO-19 : 72),72001,Polymécaniciens et mécaniciens de prod.,2.3,8.7,7.0,-1.0,18.9,90.2,4.4,26,,3.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,74,de production et assimilés (CH-ISCO-19 : 72),721,"Soudeurs, mouleurs de fonderie, tôliers-chaudronniers, constructeurs d’appareils industriels et assim.",3.3,9.4,14.9,0.2,18.6,82.2,4.7,20,,3.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,74,de production et assimilés (CH-ISCO-19 : 72),722,"Forgerons, outilleurs et assim.",2.8,3.7,11.7,-2.4,24.2,78.2,4.6,17,,3.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,74,de production et assimilés (CH-ISCO-19 : 72),"72300, 20, 40","Mécaniciens de moteurs d’avion, réparateurs de bicyclettes et assim.",1.8,2.8,8.7,-0.7,13.6,92.9,3.9,3,,3.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,74,de production et assimilés (CH-ISCO-19 : 72),72310,Mécan. et répar. de véhicules à moteur,2.6,5.0,6.2,-0.2,14.3,91.1,3.6,22,,3.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,74,de production et assimilés (CH-ISCO-19 : 72),72330,Mécan. et répar. de machines agricoles et industrielles,1.8,11.8,7.2,2.4,18.3,94.3,5.5,24,,3.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,75,Métiers qualifiés de l’artisanat et de l’imprimerie (CH-ISCO-19 : 73),73,Métiers qualifiés de l’artisanat et de l’imprimerie,3.8,1.7,8.9,-0.7,22.3,78.0,3.5,30,60.9,49.1,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,75,Métiers qualifiés de l’artisanat et de l’imprimerie (CH-ISCO-19 : 73),"73100, 13, 20, 30, 40, 50, 60, 70, 80, 90",Autres métiers de l’artisanat,2.1,1.5,6.7,-0.9,26.1,87.7,4.2,8,60.9,49.1,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,75,Métiers qualifiés de l’artisanat et de l’imprimerie (CH-ISCO-19 : 73),"73111, 12","Horlogers, opérateurs en horlogerie",5.5,1.3,14.3,2.6,17.4,60.5,3.5,11,60.9,49.1,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,75,Métiers qualifiés de l’artisanat et de l’imprimerie (CH-ISCO-19 : 73),732,Métiers de l’imprimerie,3.5,2.2,5.2,-3.1,24.4,88.2,3.4,11,60.9,49.1,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,76,Métiers de l’électricité et de l’électrotechnique (CH-ISCO-19 : 74),74,Métiers de l’électricité et de l’électrotechnique,2.1,8.3,10.5,-0.1,16.2,93.1,4.8,49,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,76,Métiers de l’électricité et de l’électrotechnique (CH-ISCO-19 : 74),"74000, 74110",Électriciens du bâtiment et assim.,2.6,9.7,11.9,0.3,13.3,94.0,4.7,26,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,76,Métiers de l’électricité et de l’électrotechnique (CH-ISCO-19 : 74),74120,Mécaniciens et ajusteurs d’appareils électriques,1.4,8.8,9.6,0.1,17.8,94.1,5.2,12,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,76,Métiers de l’électricité et de l’électrotechnique (CH-ISCO-19 : 74),74130,Monteurs et réparateurs de lignes électriques,1.3,6.9,7.5,0.7,17.2,89.3,4.9,4,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,76,Métiers de l’électricité et de l’électrotechnique (CH-ISCO-19 : 74),742,"Monteurs et réparateurs, électronique et télécommunications",1.7,3.1,8.3,-1.7,23.4,90.4,4.7,8,,3.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,77,"Conducteurs de machines et d’installations fixes (CH-ISCO-19 : 80, 81)","80, 81",Conducteurs de machines et d’installations,2.9,3.2,14.5,-0.5,21.6,64.6,4.3,54,,31.9,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,77,"Conducteurs de machines et d’installations fixes (CH-ISCO-19 : 80, 81)","800, 810, 811, 814, 817, 818",Autres conducteurs de machines et d’installations fixes,2.8,4.0,13.7,-1.8,19.9,60.9,4.2,31,,31.9,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,77,"Conducteurs de machines et d’installations fixes (CH-ISCO-19 : 80, 81)",812,Conducteurs d’installations de transformation et de traitement superficiel des métaux,2.6,3.9,16.2,2.0,22.1,66.6,5.6,5,,31.9,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,77,"Conducteurs de machines et d’installations fixes (CH-ISCO-19 : 80, 81)",813,Conducteurs d’installations et de machines pour la fabrication des produits chimiques et photographiques,2.9,1.3,14.1,1.7,21.5,84.1,4.7,5,,31.9,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,77,"Conducteurs de machines et d’installations fixes (CH-ISCO-19 : 80, 81)",815,Conducteurs de machines pour la fabrication de produits textiles et d’articles en fourrure et en cuir,4.7,1.1,12.1,0.1,30.1,52.8,3.8,6,,31.9,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,77,"Conducteurs de machines et d’installations fixes (CH-ISCO-19 : 80, 81)",816,Conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes,1.9,1.9,19.9,4.0,21.7,76.3,6.1,6,,31.9,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,78,Ouvriers de l’assemblage (CH-ISCO-19 : 82),82,Ouvriers de l’assemblage,1.7,2.2,10.9,-0.1,20.9,76.6,4.6,15,,16.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,79,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre (CH-ISCO-19 : 83),83,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre,3.5,2.2,15.1,1.0,24.3,72.1,4.6,104,,7.2,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,79,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre (CH-ISCO-19 : 83),"83000, 83210, 20, 83500",Chauffeurs de taxi et conducteurs d’automobiles et de camionnettes,6.1,0.4,15.4,-1.9,26.5,65.6,3.2,29,,7.2,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,79,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre (CH-ISCO-19 : 83),"83110, 20","Conducteurs de locomotives, serre-freins, aiguilleurs et agents de manœuvre",0.6,0.7,5.9,0.7,21.3,92.7,4.4,10,,7.2,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,79,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre (CH-ISCO-19 : 83),83310,Conducteurs d’autobus et de tramways,1.1,0.4,13.7,4.2,34.9,76.6,6.2,16,,7.2,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,79,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre (CH-ISCO-19 : 83),83320,Conducteurs de poids lourds et de camions,1.9,2.5,17.7,3.6,22.9,74.2,6.1,29,,7.2,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,79,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre (CH-ISCO-19 : 83),"83410, 21, 22","Conducteurs d’engins de construction des routes et voies de communication, conducteurs de machines de chantier",4.8,5.0,16.6,2.3,12.9,65.0,4.2,12,,7.2,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,79,Conducteurs de véhicules et d’engins lourds de levage et de manœuvre (CH-ISCO-19 : 83),"83431, 32, 40","Conducteurs de grues, d’engins de levage divers et de matériels similaires",4.8,9.0,16.5,-0.5,20.5,63.1,4.5,8,,7.2,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,80,"lés, éboueurs et autres travailleurs non qualifiés (CH-ISCO-19 : 90, 93, 95, 96)","90, 93, 95, 96","Manœuvres du bâtiment, des industries manufacturières et des transports et autres",10.9,3.1,15.5,0.0,21.9,59.2,3.9,110,,32.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,81,Aides de ménage et de nettoyage (CH-ISCO-19 : 91),91,Aides de ménage et de nettoyage,4.3,0.2,18.3,1.8,28.3,43.0,4.5,108,,87.3,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,82,"Manœuvres de l’agriculture, de la pêche et de la sylviculture (CH-ISCO-19 : 92)",92,Manœuvres de l’agriculture,6.7,0.9,22.1,2.4,19.8,65.6,4.1,12,,36.5,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
SECO,Disponibilité de la main-d’œuvre : un système d’indicateurs pour l’évaluer,2023,https://www.seco.admin.ch/dam/seco/fr/dokumente/Publikationen_Dienstleistungen/Publikationen_Formulare/Arbeit/Arbeitsmarkt/Fachkraeftebedarf/indikatorensystem_arbeitskraeftesituation.pdf.download.pdf/indikatorensystem_arbeitskr%C3%A4ftesituation_fr.pdf,83,Assistants de fabrication de l’alimentation (CH-ISCO-19 : 94),94,Assistants de fabrication de l’alimentation,10.7,2.7,21.7,0.9,18.1,41.8,3.9,24,,46.0,"Les indicateurs chômage, postes vacants, immigration, emploi, démographie et qualification sont indiqués en %. Actifs occupés en milliers."
