"Année","Type de contribution à la formation","Canton","Degré de formation","Montant versé en fr.","Nombre de bénéficiaires"
"2005","Bourses","Basel-Stadt","Scolarité obligatoire",0,0
"2005","Bourses","Basel-Stadt","Maturité gymnasiale",661132,173
"2005","Bourses","Basel-Stadt","Autres formations générales",746557,239
"2005","Bourses","Basel-Stadt","Formation professionnelle initiale (à plein temps)",384052,62
"2005","Bourses","Basel-Stadt","Formation professionnelle initiale (duale)",2043707,476
"2005","Bourses","Basel-Stadt","Maturité professionnelle (après l'apprentissage)",106259,16
"2005","Bourses","Basel-Stadt","Formation professionnelle supérieure",1400723,137
"2005","Bourses","Basel-Stadt","Hautes écoles spécialisées et pédagogiques",2105086,244
"2005","Bourses","Basel-Stadt","Hautes écoles universitaires",2440645,329
"2005","Bourses","Basel-Stadt","Formation continue",131164,13
"2005","Bourses","Basel-Landschaft","Degrés de formation - total",11518675,2182
"2005","Bourses","Basel-Landschaft","Scolarité obligatoire",0,0
"2005","Bourses","Basel-Landschaft","Maturité gymnasiale",771015,234
"2005","Bourses","Basel-Landschaft","Autres formations générales",1045120,315
"2005","Bourses","Basel-Landschaft","Formation professionnelle initiale (à plein temps)",642575,160
"2005","Bourses","Basel-Landschaft","Formation professionnelle initiale (duale)",1681835,481
"2005","Bourses","Basel-Landschaft","Maturité professionnelle (après l'apprentissage)",56895,5
"2005","Bourses","Basel-Landschaft","Formation professionnelle supérieure",566130,64
"2005","Bourses","Basel-Landschaft","Hautes écoles spécialisées et pédagogiques",3087540,418
"2005","Bourses","Basel-Landschaft","Hautes écoles universitaires",3271660,489
"2005","Bourses","Basel-Landschaft","Formation continue",395905,44
"2005","Bourses","Schaffhausen","Degrés de formation - total",1585475,311
"2005","Bourses","Schaffhausen","Scolarité obligatoire",9850,5
"2005","Bourses","Schaffhausen","Maturité gymnasiale",153400,43
"2005","Bourses","Schaffhausen","Autres formations générales",87550,24
"2005","Bourses","Schaffhausen","Formation professionnelle initiale (à plein temps)",153425,21
"2005","Bourses","Schaffhausen","Formation professionnelle initiale (duale)",85300,25
"2005","Bourses","Schaffhausen","Maturité professionnelle (après l'apprentissage)",40750,11
"2005","Bourses","Schaffhausen","Formation professionnelle supérieure",118200,21
"2005","Bourses","Schaffhausen","Hautes écoles spécialisées et pédagogiques",433750,79
"2005","Bourses","Schaffhausen","Hautes écoles universitaires",503250,87
"2005","Bourses","Schaffhausen","Formation continue",0,0
"2005","Bourses","Appenzell Ausserrhoden","Degrés de formation - total",1396900,281
"2005","Bourses","Appenzell Ausserrhoden","Scolarité obligatoire",0,0
"2005","Bourses","Appenzell Ausserrhoden","Maturité gymnasiale",168950,48
"2005","Bourses","Appenzell Ausserrhoden","Autres formations générales",103900,29
"2005","Bourses","Appenzell Ausserrhoden","Formation professionnelle initiale (à plein temps)",161650,38
"2005","Bourses","Appenzell Ausserrhoden","Formation professionnelle initiale (duale)",32050,12
"2005","Bourses","Appenzell Ausserrhoden","Maturité professionnelle (après l'apprentissage)",21550,5
"2005","Bourses","Appenzell Ausserrhoden","Formation professionnelle supérieure",82950,13
"2005","Bourses","Appenzell Ausserrhoden","Hautes écoles spécialisées et pédagogiques",367350,64
"2005","Bourses","Appenzell Ausserrhoden","Hautes écoles universitaires",456500,80
"2005","Bourses","Appenzell Ausserrhoden","Formation continue",2000,1
"2005","Bourses","Appenzell Innerrhoden","Degrés de formation - total",754480,125
"2005","Bourses","Appenzell Innerrhoden","Scolarité obligatoire",0,0
"2005","Bourses","Appenzell Innerrhoden","Maturité gymnasiale",44750,11
"2005","Bourses","Appenzell Innerrhoden","Autres formations générales",80100,17
"2005","Bourses","Appenzell Innerrhoden","Formation professionnelle initiale (à plein temps)",53100,9
"2005","Bourses","Appenzell Innerrhoden","Formation professionnelle initiale (duale)",84500,18
"2005","Bourses","Appenzell Innerrhoden","Maturité professionnelle (après l'apprentissage)",11250,3
"2005","Bourses","Appenzell Innerrhoden","Formation professionnelle supérieure",60400,8
"2005","Bourses","Appenzell Innerrhoden","Hautes écoles spécialisées et pédagogiques",122850,19
"2005","Bourses","Appenzell Innerrhoden","Hautes écoles universitaires",297530,41
"2005","Bourses","Appenzell Innerrhoden","Formation continue",0,0
"2005","Bourses","St. Gallen","Degrés de formation - total",8292600,1482
"2005","Bourses","St. Gallen","Scolarité obligatoire",172450,58
"2005","Bourses","St. Gallen","Maturité gymnasiale",1164950,272
"2005","Bourses","St. Gallen","Autres formations générales",317200,71
"2005","Bourses","St. Gallen","Formation professionnelle initiale (à plein temps)",1681100,271
"2005","Bourses","St. Gallen","Formation professionnelle initiale (duale)",715050,170
"2005","Bourses","St. Gallen","Maturité professionnelle (après l'apprentissage)",67500,25
"2005","Bourses","St. Gallen","Formation professionnelle supérieure",75500,13
"2005","Bourses","St. Gallen","Hautes écoles spécialisées et pédagogiques",1559350,236
"2005","Bourses","St. Gallen","Hautes écoles universitaires",2522600,396
"2005","Bourses","St. Gallen","Formation continue",16900,3
"2005","Bourses","Graubünden / Grigioni / Grischun","Degrés de formation - total",10794025,2650
"2005","Bourses","Graubünden / Grigioni / Grischun","Scolarité obligatoire",0,0
"2005","Bourses","Graubünden / Grigioni / Grischun","Maturité gymnasiale",1299650,427
"2005","Bourses","Graubünden / Grigioni / Grischun","Autres formations générales",1045400,379
"2005","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (à plein temps)",1236300,319
"2005","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (duale)",898750,362
"2005","Bourses","Graubünden / Grigioni / Grischun","Maturité professionnelle (après l'apprentissage)",201300,71
"2005","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle supérieure",487680,89
"2005","Bourses","Graubünden / Grigioni / Grischun","Hautes écoles spécialisées et pédagogiques",2058550,441
"2005","Bourses","Graubünden / Grigioni / Grischun","Hautes écoles universitaires",3546250,643
"2005","Bourses","Graubünden / Grigioni / Grischun","Formation continue",20145,5
"2005","Bourses","Aargau","Degrés de formation - total",13484506,2568
"2005","Bourses","Aargau","Scolarité obligatoire",0,0
"2005","Bourses","Aargau","Maturité gymnasiale",1122800,374
"2005","Bourses","Aargau","Autres formations générales",693620,224
"2005","Bourses","Aargau","Formation professionnelle initiale (à plein temps)",1694650,407
"2005","Bourses","Aargau","Formation professionnelle initiale (duale)",1761275,469
"2005","Bourses","Aargau","Maturité professionnelle (après l'apprentissage)",76800,14
"2005","Bourses","Aargau","Formation professionnelle supérieure",827500,121
"2005","Bourses","Aargau","Hautes écoles spécialisées et pédagogiques",2600011,345
"2005","Bourses","Aargau","Hautes écoles universitaires",4377600,578
"2005","Bourses","Aargau","Formation continue",330250,43
"2005","Bourses","Thurgau","Degrés de formation - total",8369730,1185
"2005","Bourses","Thurgau","Scolarité obligatoire",0,0
"2005","Bourses","Thurgau","Maturité gymnasiale",1094000,181
"2005","Bourses","Thurgau","Autres formations générales",405650,68
"2005","Bourses","Thurgau","Formation professionnelle initiale (à plein temps)",438050,62
"2005","Bourses","Thurgau","Formation professionnelle initiale (duale)",641570,155
"2005","Bourses","Thurgau","Maturité professionnelle (après l'apprentissage)",122500,22
"2005","Bourses","Thurgau","Formation professionnelle supérieure",535350,63
"2005","Bourses","Thurgau","Hautes écoles spécialisées et pédagogiques",2312570,307
"2005","Bourses","Thurgau","Hautes écoles universitaires",2813940,331
"2005","Bourses","Thurgau","Formation continue",6100,1
"2005","Bourses","Ticino","Degrés de formation - total",18683514,3088
"2005","Bourses","Ticino","Scolarité obligatoire",240930,40
"2005","Bourses","Ticino","Maturité gymnasiale",1038251,326
"2005","Bourses","Ticino","Autres formations générales",480036,143
"2005","Bourses","Ticino","Formation professionnelle initiale (à plein temps)",3122419,739
"2005","Bourses","Ticino","Formation professionnelle initiale (duale)",1864009,245
"2005","Bourses","Ticino","Maturité professionnelle (après l'apprentissage)",188959,45
"2005","Bourses","Ticino","Formation professionnelle supérieure",2181731,251
"2005","Bourses","Ticino","Hautes écoles spécialisées et pédagogiques",2125579,290
"2005","Bourses","Ticino","Hautes écoles universitaires",6692187,864
"2005","Bourses","Ticino","Formation continue",749413,201
"2005","Bourses","Vaud","Degrés de formation - total",25602060,4452
"2005","Bourses","Vaud","Scolarité obligatoire",0,0
"2005","Bourses","Vaud","Maturité gymnasiale",2153590,684
"2005","Bourses","Vaud","Autres formations générales",1625260,497
"2005","Bourses","Vaud","Formation professionnelle initiale (à plein temps)",2582580,430
"2005","Bourses","Vaud","Formation professionnelle initiale (duale)",3710110,898
"2005","Bourses","Vaud","Maturité professionnelle (après l'apprentissage)",28720,8
"2005","Bourses","Vaud","Formation professionnelle supérieure",3530510,352
"2005","Bourses","Vaud","Hautes écoles spécialisées et pédagogiques",3826440,465
"2005","Bourses","Vaud","Hautes écoles universitaires",8125950,1218
"2005","Bourses","Vaud","Formation continue",18900,5
"2005","Bourses","Valais / Wallis","Degrés de formation - total",12878110,3395
"2005","Bourses","Valais / Wallis","Scolarité obligatoire",0,0
"2005","Bourses","Valais / Wallis","Maturité gymnasiale",2324075,771
"2005","Bourses","Valais / Wallis","Autres formations générales",554175,231
"2005","Bourses","Valais / Wallis","Formation professionnelle initiale (à plein temps)",1103805,399
"2005","Bourses","Valais / Wallis","Formation professionnelle initiale (duale)",790050,316
"2005","Bourses","Valais / Wallis","Maturité professionnelle (après l'apprentissage)",104950,54
"2005","Bourses","Valais / Wallis","Formation professionnelle supérieure",982210,192
"2005","Bourses","Valais / Wallis","Hautes écoles spécialisées et pédagogiques",1761115,418
"2005","Bourses","Valais / Wallis","Hautes écoles universitaires",5209405,1083
"2005","Bourses","Valais / Wallis","Formation continue",48325,13
"2005","Bourses","Neuchâtel","Degrés de formation - total",6362712,1933
"2005","Bourses","Neuchâtel","Scolarité obligatoire",0,0
"2005","Bourses","Neuchâtel","Maturité gymnasiale",361475,262
"2005","Bourses","Neuchâtel","Autres formations générales",193720,163
"2005","Bourses","Neuchâtel","Formation professionnelle initiale (à plein temps)",824800,449
"2005","Bourses","Neuchâtel","Formation professionnelle initiale (duale)",588230,314
"2005","Bourses","Neuchâtel","Maturité professionnelle (après l'apprentissage)",31200,21
"2005","Bourses","Neuchâtel","Formation professionnelle supérieure",536275,135
"2005","Bourses","Neuchâtel","Hautes écoles spécialisées et pédagogiques",1412312,289
"2005","Bourses","Neuchâtel","Hautes écoles universitaires",2357500,373
"2005","Bourses","Neuchâtel","Formation continue",57200,8
"2005","Bourses","Genève","Degrés de formation - total",24105188,3888
"2005","Bourses","Genève","Scolarité obligatoire",0,0
"2005","Bourses","Genève","Maturité gymnasiale",3851234,806
"2005","Bourses","Genève","Autres formations générales",1439651,354
"2005","Bourses","Genève","Formation professionnelle initiale (à plein temps)",3536967,793
"2005","Bourses","Genève","Formation professionnelle initiale (duale)",3020240,628
"2005","Bourses","Genève","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Bourses","Genève","Formation professionnelle supérieure",640664,74
"2005","Bourses","Genève","Hautes écoles spécialisées et pédagogiques",2820258,305
"2005","Bourses","Genève","Hautes écoles universitaires",8562705,1036
"2005","Bourses","Genève","Formation continue",233469,26
"2005","Bourses","Jura","Degrés de formation - total",5908756,1137
"2005","Bourses","Jura","Scolarité obligatoire",4660,6
"2005","Bourses","Jura","Maturité gymnasiale",328165,119
"2005","Bourses","Jura","Autres formations générales",168400,47
"2005","Bourses","Jura","Formation professionnelle initiale (à plein temps)",553900,158
"2005","Bourses","Jura","Formation professionnelle initiale (duale)",534510,144
"2005","Bourses","Jura","Maturité professionnelle (après l'apprentissage)",62720,17
"2005","Bourses","Jura","Formation professionnelle supérieure",686855,96
"2005","Bourses","Jura","Hautes écoles spécialisées et pédagogiques",1260020,173
"2005","Bourses","Jura","Hautes écoles universitaires",2068646,354
"2005","Bourses","Jura","Formation continue",240880,59
"2005","Prêts","Suisse","Degrés de formation - total",27871574,4589
"2005","Prêts","Suisse","Scolarité obligatoire",0,0
"2005","Prêts","Suisse","Maturité gymnasiale",708729,141
"2005","Prêts","Suisse","Autres formations générales",137720,24
"2005","Prêts","Suisse","Formation professionnelle initiale (à plein temps)",1238585,192
"2005","Prêts","Suisse","Formation professionnelle initiale (duale)",1022266,138
"2005","Prêts","Suisse","Maturité professionnelle (après l'apprentissage)",148750,25
"2005","Prêts","Suisse","Formation professionnelle supérieure",2636315,419
"2005","Prêts","Suisse","Hautes écoles spécialisées et pédagogiques",6065307,1099
"2005","Prêts","Suisse","Hautes écoles universitaires",15282967,2475
"2005","Prêts","Suisse","Formation continue",630935,84
"2005","Prêts","Zürich","Degrés de formation - total",221132,20
"2005","Prêts","Zürich","Scolarité obligatoire",0,0
"2005","Prêts","Zürich","Maturité gymnasiale",0,0
"2005","Prêts","Zürich","Autres formations générales",0,0
"2005","Prêts","Zürich","Formation professionnelle initiale (à plein temps)",0,0
"2005","Prêts","Zürich","Formation professionnelle initiale (duale)",0,0
"2005","Prêts","Zürich","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Zürich","Formation professionnelle supérieure",0,0
"2005","Prêts","Zürich","Hautes écoles spécialisées et pédagogiques",128695,12
"2005","Prêts","Zürich","Hautes écoles universitaires",92437,8
"2005","Prêts","Zürich","Formation continue",0,0
"2005","Prêts","Bern / Berne","Degrés de formation - total",1583978,144
"2005","Prêts","Bern / Berne","Scolarité obligatoire",0,0
"2005","Prêts","Bern / Berne","Maturité gymnasiale",76812,10
"2005","Prêts","Bern / Berne","Autres formations générales",39360,3
"2005","Prêts","Bern / Berne","Formation professionnelle initiale (à plein temps)",39910,5
"2005","Prêts","Bern / Berne","Formation professionnelle initiale (duale)",314496,29
"2005","Prêts","Bern / Berne","Maturité professionnelle (après l'apprentissage)",10000,1
"2005","Prêts","Bern / Berne","Formation professionnelle supérieure",197952,15
"2005","Prêts","Bern / Berne","Hautes écoles spécialisées et pédagogiques",218323,19
"2005","Prêts","Bern / Berne","Hautes écoles universitaires",687125,62
"2005","Prêts","Bern / Berne","Formation continue",0,0
"2005","Prêts","Luzern","Degrés de formation - total",1271360,395
"2005","Prêts","Luzern","Scolarité obligatoire",0,0
"2005","Prêts","Luzern","Maturité gymnasiale",15100,2
"2005","Prêts","Luzern","Autres formations générales",2700,1
"2005","Prêts","Luzern","Formation professionnelle initiale (à plein temps)",18500,7
"2005","Prêts","Luzern","Formation professionnelle initiale (duale)",32900,10
"2005","Prêts","Luzern","Maturité professionnelle (après l'apprentissage)",10200,5
"2005","Prêts","Luzern","Formation professionnelle supérieure",82900,31
"2005","Prêts","Luzern","Hautes écoles spécialisées et pédagogiques",272460,100
"2005","Prêts","Luzern","Hautes écoles universitaires",721800,228
"2005","Prêts","Luzern","Formation continue",114800,12
"2005","Prêts","Uri","Degrés de formation - total",272100,84
"2005","Prêts","Uri","Scolarité obligatoire",0,0
"2005","Prêts","Uri","Maturité gymnasiale",0,0
"2005","Prêts","Uri","Autres formations générales",0,0
"2005","Prêts","Uri","Formation professionnelle initiale (à plein temps)",0,0
"2005","Prêts","Uri","Formation professionnelle initiale (duale)",0,0
"2005","Prêts","Uri","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Uri","Formation professionnelle supérieure",34800,10
"2005","Prêts","Uri","Hautes écoles spécialisées et pédagogiques",134600,43
"2005","Prêts","Uri","Hautes écoles universitaires",89700,30
"2005","Prêts","Uri","Formation continue",13000,1
"2005","Prêts","Schwyz","Degrés de formation - total",447300,39
"2005","Prêts","Schwyz","Scolarité obligatoire",0,0
"2005","Prêts","Schwyz","Maturité gymnasiale",0,0
"2005","Prêts","Schwyz","Autres formations générales",0,0
"2005","Prêts","Schwyz","Formation professionnelle initiale (à plein temps)",0,0
"2005","Prêts","Schwyz","Formation professionnelle initiale (duale)",7200,1
"2005","Prêts","Schwyz","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Schwyz","Formation professionnelle supérieure",68000,6
"2005","Prêts","Schwyz","Hautes écoles spécialisées et pédagogiques",94350,10
"2005","Prêts","Schwyz","Hautes écoles universitaires",267750,21
"2005","Prêts","Schwyz","Formation continue",10000,1
"2005","Prêts","Obwalden","Degrés de formation - total",115000,8
"2005","Prêts","Obwalden","Scolarité obligatoire",0,0
"2005","Prêts","Obwalden","Maturité gymnasiale",0,0
"2005","Prêts","Obwalden","Autres formations générales",0,0
"2005","Prêts","Obwalden","Formation professionnelle initiale (à plein temps)",26000,2
"2005","Prêts","Obwalden","Formation professionnelle initiale (duale)",0,0
"2005","Prêts","Obwalden","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Obwalden","Formation professionnelle supérieure",10000,1
"2005","Prêts","Obwalden","Hautes écoles spécialisées et pédagogiques",27000,2
"2005","Prêts","Obwalden","Hautes écoles universitaires",52000,3
"2005","Prêts","Obwalden","Formation continue",0,0
"2005","Prêts","Nidwalden","Degrés de formation - total",189590,35
"2005","Prêts","Nidwalden","Scolarité obligatoire",0,0
"2005","Prêts","Nidwalden","Maturité gymnasiale",0,0
"2005","Prêts","Nidwalden","Autres formations générales",800,1
"2005","Prêts","Nidwalden","Formation professionnelle initiale (à plein temps)",15900,1
"2005","Prêts","Nidwalden","Formation professionnelle initiale (duale)",6000,1
"2005","Prêts","Nidwalden","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Nidwalden","Formation professionnelle supérieure",17550,4
"2005","Prêts","Nidwalden","Hautes écoles spécialisées et pédagogiques",63700,12
"2005","Prêts","Nidwalden","Hautes écoles universitaires",80640,15
"2005","Prêts","Nidwalden","Formation continue",5000,1
"2005","Prêts","Glarus","Degrés de formation - total",186500,17
"2005","Prêts","Glarus","Scolarité obligatoire",0,0
"2005","Prêts","Glarus","Maturité gymnasiale",0,0
"2005","Prêts","Glarus","Autres formations générales",0,0
"2005","Prêts","Glarus","Formation professionnelle initiale (à plein temps)",22000,2
"2005","Prêts","Glarus","Formation professionnelle initiale (duale)",0,0
"2005","Prêts","Glarus","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Glarus","Formation professionnelle supérieure",13000,1
"2005","Prêts","Glarus","Hautes écoles spécialisées et pédagogiques",74500,7
"2005","Prêts","Glarus","Hautes écoles universitaires",77000,7
"2005","Prêts","Glarus","Formation continue",0,0
"2005","Prêts","Zug","Degrés de formation - total",593000,64
"2005","Prêts","Zug","Scolarité obligatoire",0,0
"2005","Prêts","Zug","Maturité gymnasiale",0,0
"2005","Prêts","Zug","Autres formations générales",0,0
"2005","Prêts","Zug","Formation professionnelle initiale (à plein temps)",88000,10
"2005","Prêts","Zug","Formation professionnelle initiale (duale)",51000,5
"2005","Prêts","Zug","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Zug","Formation professionnelle supérieure",20000,1
"2005","Prêts","Zug","Hautes écoles spécialisées et pédagogiques",185000,21
"2005","Prêts","Zug","Hautes écoles universitaires",85000,13
"2005","Prêts","Zug","Formation continue",164000,14
"2005","Prêts","Fribourg / Freiburg","Degrés de formation - total",402333,58
"2005","Prêts","Fribourg / Freiburg","Scolarité obligatoire",0,0
"2005","Prêts","Fribourg / Freiburg","Maturité gymnasiale",0,0
"2005","Prêts","Fribourg / Freiburg","Autres formations générales",5600,1
"2005","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (à plein temps)",22000,4
"2005","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (duale)",37000,7
"2005","Prêts","Fribourg / Freiburg","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Fribourg / Freiburg","Formation professionnelle supérieure",41500,6
"2005","Prêts","Fribourg / Freiburg","Hautes écoles spécialisées et pédagogiques",77083,14
"2005","Prêts","Fribourg / Freiburg","Hautes écoles universitaires",219150,26
"2005","Prêts","Fribourg / Freiburg","Formation continue",0,0
"2005","Prêts","Solothurn","Degrés de formation - total",1537200,168
"2005","Prêts","Solothurn","Scolarité obligatoire",0,0
"2005","Prêts","Solothurn","Maturité gymnasiale",107000,10
"2005","Prêts","Solothurn","Autres formations générales",4300,1
"2005","Prêts","Solothurn","Formation professionnelle initiale (à plein temps)",144300,13
"2005","Prêts","Solothurn","Formation professionnelle initiale (duale)",95000,13
"2005","Prêts","Solothurn","Maturité professionnelle (après l'apprentissage)",55700,6
"2005","Prêts","Solothurn","Formation professionnelle supérieure",283300,23
"2005","Prêts","Solothurn","Hautes écoles spécialisées et pédagogiques",306600,31
"2005","Prêts","Solothurn","Hautes écoles universitaires",541000,71
"2005","Prêts","Solothurn","Formation continue",0,0
"2005","Prêts","Basel-Stadt","Degrés de formation - total",75450,15
"2005","Prêts","Basel-Stadt","Scolarité obligatoire",0,0
"2005","Prêts","Basel-Stadt","Maturité gymnasiale",0,0
"2005","Prêts","Basel-Stadt","Autres formations générales",0,0
"2005","Prêts","Basel-Stadt","Formation professionnelle initiale (à plein temps)",0,0
"2005","Prêts","Basel-Stadt","Formation professionnelle initiale (duale)",0,0
"2005","Prêts","Basel-Stadt","Maturité professionnelle (après l'apprentissage)",1750,1
"2005","Prêts","Basel-Stadt","Formation professionnelle supérieure",18500,3
"2005","Prêts","Basel-Stadt","Hautes écoles spécialisées et pédagogiques",44300,8
"2005","Prêts","Basel-Stadt","Hautes écoles universitaires",10900,3
"2005","Prêts","Basel-Stadt","Formation continue",0,0
"2005","Prêts","Basel-Landschaft","Degrés de formation - total",798000,104
"2005","Prêts","Basel-Landschaft","Scolarité obligatoire",0,0
"2005","Prêts","Basel-Landschaft","Maturité gymnasiale",0,0
"2005","Prêts","Basel-Landschaft","Autres formations générales",0,0
"2005","Prêts","Basel-Landschaft","Formation professionnelle initiale (à plein temps)",7000,1
"2005","Prêts","Basel-Landschaft","Formation professionnelle initiale (duale)",21000,2
"2005","Prêts","Basel-Landschaft","Maturité professionnelle (après l'apprentissage)",14000,1
"2005","Prêts","Basel-Landschaft","Formation professionnelle supérieure",56000,7
"2005","Prêts","Basel-Landschaft","Hautes écoles spécialisées et pédagogiques",245000,34
"2005","Prêts","Basel-Landschaft","Hautes écoles universitaires",392000,50
"2005","Prêts","Basel-Landschaft","Formation continue",63000,9
"2005","Prêts","Schaffhausen","Degrés de formation - total",125400,25
"2005","Prêts","Schaffhausen","Scolarité obligatoire",0,0
"2005","Prêts","Schaffhausen","Maturité gymnasiale",0,0
"2005","Prêts","Schaffhausen","Autres formations générales",0,0
"2005","Prêts","Schaffhausen","Formation professionnelle initiale (à plein temps)",0,0
"2005","Prêts","Schaffhausen","Formation professionnelle initiale (duale)",7250,3
"2005","Prêts","Schaffhausen","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Schaffhausen","Formation professionnelle supérieure",17800,3
"2005","Prêts","Schaffhausen","Hautes écoles spécialisées et pédagogiques",50400,9
"2005","Prêts","Schaffhausen","Hautes écoles universitaires",49950,10
"2005","Prêts","Schaffhausen","Formation continue",0,0
"2005","Prêts","Appenzell Ausserrhoden","Degrés de formation - total",124150,28
"2005","Prêts","Appenzell Ausserrhoden","Scolarité obligatoire",0,0
"2005","Prêts","Appenzell Ausserrhoden","Maturité gymnasiale",0,0
"2005","Prêts","Appenzell Ausserrhoden","Autres formations générales",7400,1
"2005","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (à plein temps)",2500,1
"2005","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (duale)",5000,1
"2005","Prêts","Appenzell Ausserrhoden","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Appenzell Ausserrhoden","Formation professionnelle supérieure",7000,2
"2005","Prêts","Appenzell Ausserrhoden","Hautes écoles spécialisées et pédagogiques",41400,9
"2005","Prêts","Appenzell Ausserrhoden","Hautes écoles universitaires",60850,14
"2005","Prêts","Appenzell Ausserrhoden","Formation continue",0,0
"2005","Prêts","Appenzell Innerrhoden","Degrés de formation - total",115100,21
"2005","Prêts","Appenzell Innerrhoden","Scolarité obligatoire",0,0
"2005","Prêts","Appenzell Innerrhoden","Maturité gymnasiale",0,0
"2005","Prêts","Appenzell Innerrhoden","Autres formations générales",0,0
"2005","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (à plein temps)",6000,2
"2005","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (duale)",2100,1
"2005","Prêts","Appenzell Innerrhoden","Maturité professionnelle (après l'apprentissage)",3500,1
"2005","Prêts","Appenzell Innerrhoden","Formation professionnelle supérieure",33500,5
"2005","Prêts","Appenzell Innerrhoden","Hautes écoles spécialisées et pédagogiques",10000,2
"2005","Prêts","Appenzell Innerrhoden","Hautes écoles universitaires",60000,10
"2005","Prêts","Appenzell Innerrhoden","Formation continue",0,0
"2005","Prêts","St. Gallen","Degrés de formation - total",1677050,205
"2005","Prêts","St. Gallen","Scolarité obligatoire",0,0
"2005","Prêts","St. Gallen","Maturité gymnasiale",17000,3
"2005","Prêts","St. Gallen","Autres formations générales",19050,4
"2005","Prêts","St. Gallen","Formation professionnelle initiale (à plein temps)",196150,24
"2005","Prêts","St. Gallen","Formation professionnelle initiale (duale)",22000,3
"2005","Prêts","St. Gallen","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","St. Gallen","Formation professionnelle supérieure",54400,6
"2005","Prêts","St. Gallen","Hautes écoles spécialisées et pédagogiques",571000,73
"2005","Prêts","St. Gallen","Hautes écoles universitaires",788200,92
"2005","Prêts","St. Gallen","Formation continue",9250,1
"2005","Prêts","Graubünden / Grigioni / Grischun","Degrés de formation - total",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Scolarité obligatoire",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Maturité gymnasiale",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Autres formations générales",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (à plein temps)",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (duale)",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle supérieure",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles spécialisées et pédagogiques",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles universitaires",0,0
"2005","Prêts","Graubünden / Grigioni / Grischun","Formation continue",0,0
"2005","Prêts","Aargau","Degrés de formation - total",2249400,437
"2005","Prêts","Aargau","Scolarité obligatoire",0,0
"2005","Prêts","Aargau","Maturité gymnasiale",24000,4
"2005","Prêts","Aargau","Autres formations générales",0,0
"2005","Prêts","Aargau","Formation professionnelle initiale (à plein temps)",67750,18
"2005","Prêts","Aargau","Formation professionnelle initiale (duale)",81750,16
"2005","Prêts","Aargau","Maturité professionnelle (après l'apprentissage)",25100,4
"2005","Prêts","Aargau","Formation professionnelle supérieure",191600,40
"2005","Prêts","Aargau","Hautes écoles spécialisées et pédagogiques",777100,136
"2005","Prêts","Aargau","Hautes écoles universitaires",957800,199
"2005","Prêts","Aargau","Formation continue",124300,20
"2005","Prêts","Thurgau","Degrés de formation - total",414260,47
"2005","Prêts","Thurgau","Scolarité obligatoire",0,0
"2005","Prêts","Thurgau","Maturité gymnasiale",5000,1
"2005","Prêts","Thurgau","Autres formations générales",0,0
"2005","Prêts","Thurgau","Formation professionnelle initiale (à plein temps)",34200,2
"2005","Prêts","Thurgau","Formation professionnelle initiale (duale)",15500,3
"2005","Prêts","Thurgau","Maturité professionnelle (après l'apprentissage)",0,0
"2005","Prêts","Thurgau","Formation professionnelle supérieure",48000,2
"2005","Prêts","Thurgau","Hautes écoles spécialisées et pédagogiques",157000,20
"2005","Prêts","Thurgau","Hautes écoles universitaires",154560,19
"2005","Prêts","Thurgau","Formation continue",0,0
"2005","Prêts","Ticino","Degrés de formation - total",3975183,585
