"Année","Type de contribution à la formation","Canton","Degré de formation","Montant versé en fr.","Nombre de bénéficiaires"
"2023","Prêts","Fribourg / Freiburg","Formation professionnelle supérieure",158016,16
"2023","Prêts","Fribourg / Freiburg","Hautes écoles spécialisées et pédagogiques",271000,30
"2023","Prêts","Fribourg / Freiburg","Hautes écoles universitaires",203900,20
"2023","Prêts","Fribourg / Freiburg","Formation continue",20000,2
"2023","Prêts","Solothurn","Degrés de formation - total",933289,104
"2023","Prêts","Solothurn","Scolarité obligatoire",0,0
"2023","Prêts","Solothurn","Maturité gymnasiale",10397,2
"2023","Prêts","Solothurn","Autres formations générales",7935,2
"2023","Prêts","Solothurn","Formation professionnelle initiale (à plein temps)",250982,22
"2023","Prêts","Solothurn","Formation professionnelle initiale (duale)",69900,9
"2023","Prêts","Solothurn","Maturité professionnelle (après l'apprentissage)",12650,3
"2023","Prêts","Solothurn","Formation professionnelle supérieure",138075,19
"2023","Prêts","Solothurn","Hautes écoles spécialisées et pédagogiques",220850,23
"2023","Prêts","Solothurn","Hautes écoles universitaires",222500,24
"2023","Prêts","Solothurn","Formation continue",0,0
"2023","Prêts","Basel-Stadt","Degrés de formation - total",78006,17
"2023","Prêts","Basel-Stadt","Scolarité obligatoire",0,0
"2023","Prêts","Basel-Stadt","Maturité gymnasiale",0,0
"2023","Prêts","Basel-Stadt","Autres formations générales",0,0
"2023","Prêts","Basel-Stadt","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","Basel-Stadt","Formation professionnelle initiale (duale)",9000,2
"2023","Prêts","Basel-Stadt","Maturité professionnelle (après l'apprentissage)",950,1
"2023","Prêts","Basel-Stadt","Formation professionnelle supérieure",23059,3
"2023","Prêts","Basel-Stadt","Hautes écoles spécialisées et pédagogiques",27472,7
"2023","Prêts","Basel-Stadt","Hautes écoles universitaires",17525,4
"2023","Prêts","Basel-Stadt","Formation continue",0,0
"2023","Prêts","Basel-Landschaft","Degrés de formation - total",112000,14
"2023","Prêts","Basel-Landschaft","Scolarité obligatoire",0,0
"2023","Prêts","Basel-Landschaft","Maturité gymnasiale",0,0
"2023","Prêts","Basel-Landschaft","Autres formations générales",0,0
"2023","Prêts","Basel-Landschaft","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","Basel-Landschaft","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","Basel-Landschaft","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Basel-Landschaft","Formation professionnelle supérieure",7000,1
"2023","Prêts","Basel-Landschaft","Hautes écoles spécialisées et pédagogiques",84000,10
"2023","Prêts","Basel-Landschaft","Hautes écoles universitaires",21000,3
"2023","Prêts","Basel-Landschaft","Formation continue",0,0
"2023","Prêts","Schaffhausen","Degrés de formation - total",63150,10
"2023","Prêts","Schaffhausen","Scolarité obligatoire",0,0
"2023","Prêts","Schaffhausen","Maturité gymnasiale",0,0
"2023","Prêts","Schaffhausen","Autres formations générales",0,0
"2023","Prêts","Schaffhausen","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","Schaffhausen","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","Schaffhausen","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Schaffhausen","Formation professionnelle supérieure",0,0
"2023","Prêts","Schaffhausen","Hautes écoles spécialisées et pédagogiques",7800,2
"2023","Prêts","Schaffhausen","Hautes écoles universitaires",45250,6
"2023","Prêts","Schaffhausen","Formation continue",10100,2
"2023","Prêts","Appenzell Ausserrhoden","Degrés de formation - total",0,0
"2023","Prêts","Appenzell Ausserrhoden","Scolarité obligatoire",0,0
"2023","Prêts","Appenzell Ausserrhoden","Maturité gymnasiale",0,0
"2023","Prêts","Appenzell Ausserrhoden","Autres formations générales",0,0
"2023","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","Appenzell Ausserrhoden","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","Appenzell Ausserrhoden","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Appenzell Ausserrhoden","Formation professionnelle supérieure",0,0
"2023","Prêts","Appenzell Ausserrhoden","Hautes écoles spécialisées et pédagogiques",0,0
"2023","Prêts","Appenzell Ausserrhoden","Hautes écoles universitaires",0,0
"2023","Prêts","Appenzell Ausserrhoden","Formation continue",0,0
"2023","Prêts","Appenzell Innerrhoden","Degrés de formation - total",13000,2
"2023","Prêts","Appenzell Innerrhoden","Scolarité obligatoire",0,0
"2023","Prêts","Appenzell Innerrhoden","Maturité gymnasiale",0,0
"2023","Prêts","Appenzell Innerrhoden","Autres formations générales",0,0
"2023","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (à plein temps)",8000,1
"2023","Prêts","Appenzell Innerrhoden","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","Appenzell Innerrhoden","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Appenzell Innerrhoden","Formation professionnelle supérieure",0,0
"2023","Prêts","Appenzell Innerrhoden","Hautes écoles spécialisées et pédagogiques",0,0
"2023","Prêts","Appenzell Innerrhoden","Hautes écoles universitaires",5000,1
"2023","Prêts","Appenzell Innerrhoden","Formation continue",0,0
"2023","Prêts","St. Gallen","Degrés de formation - total",334450,42
"2023","Prêts","St. Gallen","Scolarité obligatoire",0,0
"2023","Prêts","St. Gallen","Maturité gymnasiale",0,0
"2023","Prêts","St. Gallen","Autres formations générales",0,0
"2023","Prêts","St. Gallen","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","St. Gallen","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","St. Gallen","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","St. Gallen","Formation professionnelle supérieure",16100,2
"2023","Prêts","St. Gallen","Hautes écoles spécialisées et pédagogiques",113300,17
"2023","Prêts","St. Gallen","Hautes écoles universitaires",205050,23
"2023","Prêts","St. Gallen","Formation continue",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Degrés de formation - total",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Scolarité obligatoire",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Maturité gymnasiale",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Autres formations générales",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Formation professionnelle supérieure",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles spécialisées et pédagogiques",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Hautes écoles universitaires",0,0
"2023","Prêts","Graubünden / Grigioni / Grischun","Formation continue",0,0
"2023","Prêts","Aargau","Degrés de formation - total",3044115,389
"2023","Prêts","Aargau","Scolarité obligatoire",0,0
"2023","Prêts","Aargau","Maturité gymnasiale",0,0
"2023","Prêts","Aargau","Autres formations générales",0,0
"2023","Prêts","Aargau","Formation professionnelle initiale (à plein temps)",56100,5
"2023","Prêts","Aargau","Formation professionnelle initiale (duale)",134100,13
"2023","Prêts","Aargau","Maturité professionnelle (après l'apprentissage)",20000,2
"2023","Prêts","Aargau","Formation professionnelle supérieure",308246,37
"2023","Prêts","Aargau","Hautes écoles spécialisées et pédagogiques",1118090,136
"2023","Prêts","Aargau","Hautes écoles universitaires",1341579,189
"2023","Prêts","Aargau","Formation continue",66000,7
"2023","Prêts","Thurgau","Degrés de formation - total",185010,27
"2023","Prêts","Thurgau","Scolarité obligatoire",0,0
"2023","Prêts","Thurgau","Maturité gymnasiale",0,0
"2023","Prêts","Thurgau","Autres formations générales",0,0
"2023","Prêts","Thurgau","Formation professionnelle initiale (à plein temps)",6000,1
"2023","Prêts","Thurgau","Formation professionnelle initiale (duale)",16050,2
"2023","Prêts","Thurgau","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Thurgau","Formation professionnelle supérieure",42750,7
"2023","Prêts","Thurgau","Hautes écoles spécialisées et pédagogiques",60750,9
"2023","Prêts","Thurgau","Hautes écoles universitaires",53500,7
"2023","Prêts","Thurgau","Formation continue",5960,1
"2023","Prêts","Ticino","Degrés de formation - total",3517689,541
"2023","Prêts","Ticino","Scolarité obligatoire",0,0
"2023","Prêts","Ticino","Maturité gymnasiale",0,0
"2023","Prêts","Ticino","Autres formations générales",0,0
"2023","Prêts","Ticino","Formation professionnelle initiale (à plein temps)",7847,2
"2023","Prêts","Ticino","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","Ticino","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Ticino","Formation professionnelle supérieure",190373,36
"2023","Prêts","Ticino","Hautes écoles spécialisées et pédagogiques",594794,115
"2023","Prêts","Ticino","Hautes écoles universitaires",2681425,383
"2023","Prêts","Ticino","Formation continue",43250,6
"2023","Prêts","Vaud","Degrés de formation - total",926800,48
"2023","Prêts","Vaud","Scolarité obligatoire",0,0
"2023","Prêts","Vaud","Maturité gymnasiale",0,0
"2023","Prêts","Vaud","Autres formations générales",0,0
"2023","Prêts","Vaud","Formation professionnelle initiale (à plein temps)",20630,1
"2023","Prêts","Vaud","Formation professionnelle initiale (duale)",76440,5
"2023","Prêts","Vaud","Maturité professionnelle (après l'apprentissage)",29620,2
"2023","Prêts","Vaud","Formation professionnelle supérieure",26380,2
"2023","Prêts","Vaud","Hautes écoles spécialisées et pédagogiques",394700,21
"2023","Prêts","Vaud","Hautes écoles universitaires",379030,17
"2023","Prêts","Vaud","Formation continue",0,0
"2023","Prêts","Valais / Wallis","Degrés de formation - total",2401365,478
"2023","Prêts","Valais / Wallis","Scolarité obligatoire",0,0
"2023","Prêts","Valais / Wallis","Maturité gymnasiale",7055,1
"2023","Prêts","Valais / Wallis","Autres formations générales",37880,4
"2023","Prêts","Valais / Wallis","Formation professionnelle initiale (à plein temps)",62750,4
"2023","Prêts","Valais / Wallis","Formation professionnelle initiale (duale)",334190,32
"2023","Prêts","Valais / Wallis","Maturité professionnelle (après l'apprentissage)",4000,1
"2023","Prêts","Valais / Wallis","Formation professionnelle supérieure",320715,45
"2023","Prêts","Valais / Wallis","Hautes écoles spécialisées et pédagogiques",641000,145
"2023","Prêts","Valais / Wallis","Hautes écoles universitaires",962875,245
"2023","Prêts","Valais / Wallis","Formation continue",30900,5
"2023","Prêts","Neuchâtel","Degrés de formation - total",106870,16
"2023","Prêts","Neuchâtel","Scolarité obligatoire",0,0
"2023","Prêts","Neuchâtel","Maturité gymnasiale",0,0
"2023","Prêts","Neuchâtel","Autres formations générales",4000,1
"2023","Prêts","Neuchâtel","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","Neuchâtel","Formation professionnelle initiale (duale)",10000,2
"2023","Prêts","Neuchâtel","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Neuchâtel","Formation professionnelle supérieure",20750,3
"2023","Prêts","Neuchâtel","Hautes écoles spécialisées et pédagogiques",29000,4
"2023","Prêts","Neuchâtel","Hautes écoles universitaires",6500,1
"2023","Prêts","Neuchâtel","Formation continue",36620,5
"2023","Prêts","Genève","Degrés de formation - total",3433012,256
"2023","Prêts","Genève","Scolarité obligatoire",0,0
"2023","Prêts","Genève","Maturité gymnasiale",17499,2
"2023","Prêts","Genève","Autres formations générales",35011,2
"2023","Prêts","Genève","Formation professionnelle initiale (à plein temps)",11366,2
"2023","Prêts","Genève","Formation professionnelle initiale (duale)",15857,2
"2023","Prêts","Genève","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Genève","Formation professionnelle supérieure",0,0
"2023","Prêts","Genève","Hautes écoles spécialisées et pédagogiques",416481,28
"2023","Prêts","Genève","Hautes écoles universitaires",2936798,220
"2023","Prêts","Genève","Formation continue",0,0
"2023","Prêts","Jura","Degrés de formation - total",15000,2
"2023","Prêts","Jura","Scolarité obligatoire",0,0
"2023","Prêts","Jura","Maturité gymnasiale",0,0
"2023","Prêts","Jura","Autres formations générales",0,0
"2023","Prêts","Jura","Formation professionnelle initiale (à plein temps)",0,0
"2023","Prêts","Jura","Formation professionnelle initiale (duale)",0,0
"2023","Prêts","Jura","Maturité professionnelle (après l'apprentissage)",0,0
"2023","Prêts","Jura","Formation professionnelle supérieure",0,0
"2023","Prêts","Jura","Hautes écoles spécialisées et pédagogiques",10000,1
"2023","Prêts","Jura","Hautes écoles universitaires",5000,1
"2023","Prêts","Jura","Formation continue",0,0
"2024","Bourses","Suisse","Degrés de formation - total",348825877,45247
"2024","Bourses","Suisse","Scolarité obligatoire",1160560,398
"2024","Bourses","Suisse","Maturité gymnasiale",45773206,7263
"2024","Bourses","Suisse","Autres formations générales",42570973,6035
"2024","Bourses","Suisse","Formation professionnelle initiale (à plein temps)",21425539,3232
"2024","Bourses","Suisse","Formation professionnelle initiale (duale)",85453775,12992
"2024","Bourses","Suisse","Maturité professionnelle (après l'apprentissage)",4004658,807
"2024","Bourses","Suisse","Formation professionnelle supérieure",9895973,1223
"2024","Bourses","Suisse","Hautes écoles spécialisées et pédagogiques",56011185,6310
"2024","Bourses","Suisse","Hautes écoles universitaires",82110784,8727
"2024","Bourses","Suisse","Formation continue",419224,61
"2024","Bourses","Zürich","Degrés de formation - total",59050474,7076
"2024","Bourses","Zürich","Scolarité obligatoire",661334,284
"2024","Bourses","Zürich","Maturité gymnasiale",5725808,717
"2024","Bourses","Zürich","Autres formations générales",6686308,687
"2024","Bourses","Zürich","Formation professionnelle initiale (à plein temps)",1747023,219
"2024","Bourses","Zürich","Formation professionnelle initiale (duale)",27939993,3579
"2024","Bourses","Zürich","Maturité professionnelle (après l'apprentissage)",975504,183
"2024","Bourses","Zürich","Formation professionnelle supérieure",954017,146
"2024","Bourses","Zürich","Hautes écoles spécialisées et pédagogiques",6161287,691
"2024","Bourses","Zürich","Hautes écoles universitaires",8129458,826
"2024","Bourses","Zürich","Formation continue",69742,11
"2024","Bourses","Bern / Berne","Degrés de formation - total",22150285,2602
"2024","Bourses","Bern / Berne","Scolarité obligatoire",0,0
"2024","Bourses","Bern / Berne","Maturité gymnasiale",2251372,297
"2024","Bourses","Bern / Berne","Autres formations générales",3158615,435
"2024","Bourses","Bern / Berne","Formation professionnelle initiale (à plein temps)",3078746,341
"2024","Bourses","Bern / Berne","Formation professionnelle initiale (duale)",4524370,711
"2024","Bourses","Bern / Berne","Maturité professionnelle (après l'apprentissage)",383270,48
"2024","Bourses","Bern / Berne","Formation professionnelle supérieure",628016,76
"2024","Bourses","Bern / Berne","Hautes écoles spécialisées et pédagogiques",3547345,330
"2024","Bourses","Bern / Berne","Hautes écoles universitaires",4578551,457
"2024","Bourses","Bern / Berne","Formation continue",0,0
"2024","Bourses","Luzern","Degrés de formation - total",7876380,1204
"2024","Bourses","Luzern","Scolarité obligatoire",0,0
"2024","Bourses","Luzern","Maturité gymnasiale",1008600,152
"2024","Bourses","Luzern","Autres formations générales",328600,51
"2024","Bourses","Luzern","Formation professionnelle initiale (à plein temps)",354100,48
"2024","Bourses","Luzern","Formation professionnelle initiale (duale)",2656930,471
"2024","Bourses","Luzern","Maturité professionnelle (après l'apprentissage)",173800,26
"2024","Bourses","Luzern","Formation professionnelle supérieure",268200,41
"2024","Bourses","Luzern","Hautes écoles spécialisées et pédagogiques",1122300,157
"2024","Bourses","Luzern","Hautes écoles universitaires",1963850,263
"2024","Bourses","Luzern","Formation continue",0,0
"2024","Bourses","Uri","Degrés de formation - total",718600,103
"2024","Bourses","Uri","Scolarité obligatoire",0,0
"2024","Bourses","Uri","Maturité gymnasiale",35300,11
"2024","Bourses","Uri","Autres formations générales",111800,15
"2024","Bourses","Uri","Formation professionnelle initiale (à plein temps)",0,0
"2024","Bourses","Uri","Formation professionnelle initiale (duale)",146300,20
"2024","Bourses","Uri","Maturité professionnelle (après l'apprentissage)",29100,4
"2024","Bourses","Uri","Formation professionnelle supérieure",36100,3
"2024","Bourses","Uri","Hautes écoles spécialisées et pédagogiques",176600,26
"2024","Bourses","Uri","Hautes écoles universitaires",183400,25
"2024","Bourses","Uri","Formation continue",0,0
"2024","Bourses","Schwyz","Degrés de formation - total",3803854,675
"2024","Bourses","Schwyz","Scolarité obligatoire",0,0
"2024","Bourses","Schwyz","Maturité gymnasiale",243973,68
"2024","Bourses","Schwyz","Autres formations générales",759296,179
"2024","Bourses","Schwyz","Formation professionnelle initiale (à plein temps)",143298,23
"2024","Bourses","Schwyz","Formation professionnelle initiale (duale)",1231933,207
"2024","Bourses","Schwyz","Maturité professionnelle (après l'apprentissage)",21317,6
"2024","Bourses","Schwyz","Formation professionnelle supérieure",49568,17
"2024","Bourses","Schwyz","Hautes écoles spécialisées et pédagogiques",493581,82
"2024","Bourses","Schwyz","Hautes écoles universitaires",860888,128
"2024","Bourses","Schwyz","Formation continue",0,0
"2024","Bourses","Obwalden","Degrés de formation - total",586950,72
"2024","Bourses","Obwalden","Scolarité obligatoire",0,0
"2024","Bourses","Obwalden","Maturité gymnasiale",125000,16
"2024","Bourses","Obwalden","Autres formations générales",10900,2
"2024","Bourses","Obwalden","Formation professionnelle initiale (à plein temps)",7600,1
"2024","Bourses","Obwalden","Formation professionnelle initiale (duale)",78600,9
"2024","Bourses","Obwalden","Maturité professionnelle (après l'apprentissage)",11400,2
"2024","Bourses","Obwalden","Formation professionnelle supérieure",34440,4
"2024","Bourses","Obwalden","Hautes écoles spécialisées et pédagogiques",174740,23
"2024","Bourses","Obwalden","Hautes écoles universitaires",144270,15
"2024","Bourses","Obwalden","Formation continue",0,0
"2024","Bourses","Nidwalden","Degrés de formation - total",1162373,135
"2024","Bourses","Nidwalden","Scolarité obligatoire",0,0
"2024","Bourses","Nidwalden","Maturité gymnasiale",33129,6
"2024","Bourses","Nidwalden","Autres formations générales",90627,17
"2024","Bourses","Nidwalden","Formation professionnelle initiale (à plein temps)",57028,7
"2024","Bourses","Nidwalden","Formation professionnelle initiale (duale)",294257,39
"2024","Bourses","Nidwalden","Maturité professionnelle (après l'apprentissage)",10240,3
"2024","Bourses","Nidwalden","Formation professionnelle supérieure",62851,9
"2024","Bourses","Nidwalden","Hautes écoles spécialisées et pédagogiques",319295,35
"2024","Bourses","Nidwalden","Hautes écoles universitaires",290429,24
"2024","Bourses","Nidwalden","Formation continue",4517,1
"2024","Bourses","Glarus","Degrés de formation - total",976098,136
"2024","Bourses","Glarus","Scolarité obligatoire",0,0
"2024","Bourses","Glarus","Maturité gymnasiale",48083,17
"2024","Bourses","Glarus","Autres formations générales",25150,8
"2024","Bourses","Glarus","Formation professionnelle initiale (à plein temps)",26800,4
"2024","Bourses","Glarus","Formation professionnelle initiale (duale)",7300,3
"2024","Bourses","Glarus","Maturité professionnelle (après l'apprentissage)",9050,3
"2024","Bourses","Glarus","Formation professionnelle supérieure",19850,4
"2024","Bourses","Glarus","Hautes écoles spécialisées et pédagogiques",412210,48
"2024","Bourses","Glarus","Hautes écoles universitaires",427655,50
"2024","Bourses","Glarus","Formation continue",0,0
"2024","Bourses","Zug","Degrés de formation - total",1918600,334
"2024","Bourses","Zug","Scolarité obligatoire",0,0
"2024","Bourses","Zug","Maturité gymnasiale",83000,18
"2024","Bourses","Zug","Autres formations générales",65400,16
"2024","Bourses","Zug","Formation professionnelle initiale (à plein temps)",61200,9
"2024","Bourses","Zug","Formation professionnelle initiale (duale)",508900,154
"2024","Bourses","Zug","Maturité professionnelle (après l'apprentissage)",11000,1
"2024","Bourses","Zug","Formation professionnelle supérieure",154800,25
"2024","Bourses","Zug","Hautes écoles spécialisées et pédagogiques",545300,59
"2024","Bourses","Zug","Hautes écoles universitaires",440700,46
"2024","Bourses","Zug","Formation continue",48300,6
"2024","Bourses","Fribourg / Freiburg","Degrés de formation - total",8885452,1562
"2024","Bourses","Fribourg / Freiburg","Scolarité obligatoire",0,0
"2024","Bourses","Fribourg / Freiburg","Maturité gymnasiale",941163,250
"2024","Bourses","Fribourg / Freiburg","Autres formations générales",759896,202
"2024","Bourses","Fribourg / Freiburg","Formation professionnelle initiale (à plein temps)",622567,126
"2024","Bourses","Fribourg / Freiburg","Formation professionnelle initiale (duale)",2624073,483
"2024","Bourses","Fribourg / Freiburg","Maturité professionnelle (après l'apprentissage)",179489,56
"2024","Bourses","Fribourg / Freiburg","Formation professionnelle supérieure",212385,31
"2024","Bourses","Fribourg / Freiburg","Hautes écoles spécialisées et pédagogiques",1461146,222
"2024","Bourses","Fribourg / Freiburg","Hautes écoles universitaires",2084733,275
"2024","Bourses","Fribourg / Freiburg","Formation continue",0,0
"2024","Bourses","Solothurn","Degrés de formation - total",6361410,1037
"2024","Bourses","Solothurn","Scolarité obligatoire",0,0
"2024","Bourses","Solothurn","Maturité gymnasiale",770785,169
"2024","Bourses","Solothurn","Autres formations générales",374460,70
"2024","Bourses","Solothurn","Formation professionnelle initiale (à plein temps)",119425,28
"2024","Bourses","Solothurn","Formation professionnelle initiale (duale)",1196025,296
"2024","Bourses","Solothurn","Maturité professionnelle (après l'apprentissage)",108025,22
"2024","Bourses","Solothurn","Formation professionnelle supérieure",331880,47
"2024","Bourses","Solothurn","Hautes écoles spécialisées et pédagogiques",1705445,196
"2024","Bourses","Solothurn","Hautes écoles universitaires",1755365,229
"2024","Bourses","Solothurn","Formation continue",0,0
"2024","Bourses","Basel-Stadt","Degrés de formation - total",11677169,1700
"2024","Bourses","Basel-Stadt","Scolarité obligatoire",0,0
"2024","Bourses","Basel-Stadt","Maturité gymnasiale",1255850,206
"2024","Bourses","Basel-Stadt","Autres formations générales",1294090,282
"2024","Bourses","Basel-Stadt","Formation professionnelle initiale (à plein temps)",500248,86
"2024","Bourses","Basel-Stadt","Formation professionnelle initiale (duale)",3583588,569
"2024","Bourses","Basel-Stadt","Maturité professionnelle (après l'apprentissage)",65487,14
"2024","Bourses","Basel-Stadt","Formation professionnelle supérieure",417458,50
"2024","Bourses","Basel-Stadt","Hautes écoles spécialisées et pédagogiques",2244643,273
"2024","Bourses","Basel-Stadt","Hautes écoles universitaires",2292253,275
"2024","Bourses","Basel-Stadt","Formation continue",23552,2
"2024","Bourses","Basel-Landschaft","Degrés de formation - total",6386615,1106
"2024","Bourses","Basel-Landschaft","Scolarité obligatoire",0,0
"2024","Bourses","Basel-Landschaft","Maturité gymnasiale",531885,131
"2024","Bourses","Basel-Landschaft","Autres formations générales",468620,131
"2024","Bourses","Basel-Landschaft","Formation professionnelle initiale (à plein temps)",161675,45
"2024","Bourses","Basel-Landschaft","Formation professionnelle initiale (duale)",1394005,370
"2024","Bourses","Basel-Landschaft","Maturité professionnelle (après l'apprentissage)",50810,11
"2024","Bourses","Basel-Landschaft","Formation professionnelle supérieure",386635,44
"2024","Bourses","Basel-Landschaft","Hautes écoles spécialisées et pédagogiques",1632440,193
"2024","Bourses","Basel-Landschaft","Hautes écoles universitaires",1760545,192
"2024","Bourses","Basel-Landschaft","Formation continue",0,0
"2024","Bourses","Schaffhausen","Degrés de formation - total",3072350,568
"2024","Bourses","Schaffhausen","Scolarité obligatoire",0,0
"2024","Bourses","Schaffhausen","Maturité gymnasiale",339150,76
"2024","Bourses","Schaffhausen","Autres formations générales",573550,99
"2024","Bourses","Schaffhausen","Formation professionnelle initiale (à plein temps)",122600,21
"2024","Bourses","Schaffhausen","Formation professionnelle initiale (duale)",852300,184
"2024","Bourses","Schaffhausen","Maturité professionnelle (après l'apprentissage)",86400,24
"2024","Bourses","Schaffhausen","Formation professionnelle supérieure",77800,16
"2024","Bourses","Schaffhausen","Hautes écoles spécialisées et pédagogiques",548350,98
"2024","Bourses","Schaffhausen","Hautes écoles universitaires",439350,76
"2024","Bourses","Schaffhausen","Formation continue",32850,3
"2024","Bourses","Appenzell Ausserrhoden","Degrés de formation - total",1500450,204
"2024","Bourses","Appenzell Ausserrhoden","Scolarité obligatoire",0,0
"2024","Bourses","Appenzell Ausserrhoden","Maturité gymnasiale",265600,39
"2024","Bourses","Appenzell Ausserrhoden","Autres formations générales",167450,28
"2024","Bourses","Appenzell Ausserrhoden","Formation professionnelle initiale (à plein temps)",52550,9
"2024","Bourses","Appenzell Ausserrhoden","Formation professionnelle initiale (duale)",352250,61
"2024","Bourses","Appenzell Ausserrhoden","Maturité professionnelle (après l'apprentissage)",8700,2
"2024","Bourses","Appenzell Ausserrhoden","Formation professionnelle supérieure",15500,2
"2024","Bourses","Appenzell Ausserrhoden","Hautes écoles spécialisées et pédagogiques",281300,32
"2024","Bourses","Appenzell Ausserrhoden","Hautes écoles universitaires",357100,38
"2024","Bourses","Appenzell Ausserrhoden","Formation continue",0,0
"2024","Bourses","Appenzell Innerrhoden","Degrés de formation - total",368166,55
"2024","Bourses","Appenzell Innerrhoden","Scolarité obligatoire",0,0
"2024","Bourses","Appenzell Innerrhoden","Maturité gymnasiale",0,0
"2024","Bourses","Appenzell Innerrhoden","Autres formations générales",8000,1
"2024","Bourses","Appenzell Innerrhoden","Formation professionnelle initiale (à plein temps)",15900,7
"2024","Bourses","Appenzell Innerrhoden","Formation professionnelle initiale (duale)",41400,5
"2024","Bourses","Appenzell Innerrhoden","Maturité professionnelle (après l'apprentissage)",0,0
"2024","Bourses","Appenzell Innerrhoden","Formation professionnelle supérieure",48400,7
"2024","Bourses","Appenzell Innerrhoden","Hautes écoles spécialisées et pédagogiques",118466,14
"2024","Bourses","Appenzell Innerrhoden","Hautes écoles universitaires",136000,21
"2024","Bourses","Appenzell Innerrhoden","Formation continue",0,0
"2024","Bourses","St. Gallen","Degrés de formation - total",8080250,1272
"2024","Bourses","St. Gallen","Scolarité obligatoire",358900,86
"2024","Bourses","St. Gallen","Maturité gymnasiale",1536250,271
"2024","Bourses","St. Gallen","Autres formations générales",455600,76
"2024","Bourses","St. Gallen","Formation professionnelle initiale (à plein temps)",604050,98
"2024","Bourses","St. Gallen","Formation professionnelle initiale (duale)",1019500,218
"2024","Bourses","St. Gallen","Maturité professionnelle (après l'apprentissage)",52450,24
"2024","Bourses","St. Gallen","Formation professionnelle supérieure",205700,28
"2024","Bourses","St. Gallen","Hautes écoles spécialisées et pédagogiques",1409200,207
"2024","Bourses","St. Gallen","Hautes écoles universitaires",2438600,315
"2024","Bourses","St. Gallen","Formation continue",0,0
"2024","Bourses","Graubünden / Grigioni / Grischun","Degrés de formation - total",10097000,1645
"2024","Bourses","Graubünden / Grigioni / Grischun","Scolarité obligatoire",0,0
"2024","Bourses","Graubünden / Grigioni / Grischun","Maturité gymnasiale",966350,233
"2024","Bourses","Graubünden / Grigioni / Grischun","Autres formations générales",870200,180
"2024","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (à plein temps)",224500,53
"2024","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle initiale (duale)",962800,249
"2024","Bourses","Graubünden / Grigioni / Grischun","Maturité professionnelle (après l'apprentissage)",79950,29
"2024","Bourses","Graubünden / Grigioni / Grischun","Formation professionnelle supérieure",409800,57
"2024","Bourses","Graubünden / Grigioni / Grischun","Hautes écoles spécialisées et pédagogiques",2752400,391
"2024","Bourses","Graubünden / Grigioni / Grischun","Hautes écoles universitaires",3831000,499
"2024","Bourses","Graubünden / Grigioni / Grischun","Formation continue",0,0
"2024","Bourses","Aargau","Degrés de formation - total",12216317,2989
"2024","Bourses","Aargau","Scolarité obligatoire",0,0
"2024","Bourses","Aargau","Maturité gymnasiale",1936125,531
"2024","Bourses","Aargau","Autres formations générales",1135067,345
"2024","Bourses","Aargau","Formation professionnelle initiale (à plein temps)",528050,158
"2024","Bourses","Aargau","Formation professionnelle initiale (duale)",3617739,1047
"2024","Bourses","Aargau","Maturité professionnelle (après l'apprentissage)",137450,55
