"Scénario","Sexe","Niveau de formation","Année","Nombre de personnes"
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2044",579741
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2045",588710
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2046",597818
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2047",606498
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2048",614921
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2049",623651
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2050",632397
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2051",640934
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2052",649311
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2053",657112
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2054",664793
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (formation professionnelle supérieure)","2055",672183
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2024",810379
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2025",837632
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2026",861788
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2027",883952
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2028",906082
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2029",928047
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2030",950201
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2031",972828
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2032",995245
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2033",1017588
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2034",1039604
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2035",1061428
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2036",1082909
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2037",1104199
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2038",1125140
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2039",1145472
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2040",1165447
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2041",1185078
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2042",1203979
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2043",1222470
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2044",1240096
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2045",1256742
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2046",1273383
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2047",1289024
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2048",1303910
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2049",1318808
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2050",1333496
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2051",1347923
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2052",1362264
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2053",1375795
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2054",1389108
"Scénario B-00-2025 'haut'","Hommes","Degré tertiaire (hautes écoles)","2055",1401770
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2024",360247
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2025",351119
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2026",342140
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2027",333362
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2028",324038
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2029",314632
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2030",306088
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2031",298355
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2032",291420
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2033",284987
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2034",279177
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2035",274066
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2036",269418
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2037",265455
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2038",262246
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2039",259735
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2040",257729
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2041",256299
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2042",255221
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2043",254423
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2044",253624
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2045",252662
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2046",251920
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2047",251068
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2048",250569
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2049",250955
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2050",251829
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2051",253090
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2052",254783
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2053",256718
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2054",259030
"Scénario B-00-2025 'haut'","Femmes","Sans formation post-obligatoire","2055",261683
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2024",1012203
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2025",997567
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2026",983300
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2027",970910
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2028",956451
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2029",941256
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2030",926129
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2031",910865
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2032",896235
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2033",881990
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2034",867987
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2035",854931
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2036",841247
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2037",828326
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2038",815287
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2039",802385
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2040",789498
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2041",776514
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2042",763119
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2043",749821
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2044",736014
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2045",721925
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2046",708722
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2047",693845
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2048",679311
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2049",666569
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2050",653676
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2051",640602
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2052",627439
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2053",613647
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2054",599780
"Scénario B-00-2025 'haut'","Femmes","Degré secondaire II","2055",585589
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2024",327479
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2025",333846
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2026",339283
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2027",344524
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2028",350226
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2029",356585
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2030",363030
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2031",369166
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2032",375190
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2033",381068
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2034",387003
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2035",393188
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2036",399280
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2037",405645
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2038",412199
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2039",418989
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2040",425911
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2041",432855
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2042",439713
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2043",446508
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2044",453068
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2045",459449
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2046",466161
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2047",472314
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2048",478375
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2049",484827
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2050",491340
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2051",497746
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2052",504283
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2053",510527
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2054",516804
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (formation professionnelle supérieure)","2055",522957
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2024",784680
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2025",817804
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2026",848198
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2027",875452
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2028",902909
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2029",930279
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2030",957841
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2031",985451
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2032",1012953
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2033",1040201
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2034",1067437
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2035",1094617
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2036",1121299
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2037",1147803
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2038",1173795
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2039",1199272
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2040",1224175
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2041",1248582
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2042",1272250
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2043",1295350
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2044",1317497
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2045",1338493
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2046",1359634
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2047",1379049
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2048",1397584
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2049",1416402
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2050",1434695
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2051",1452373
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2052",1469827
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2053",1486251
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2054",1502258
"Scénario B-00-2025 'haut'","Femmes","Degré tertiaire (hautes écoles)","2055",1517477
